name,line
Anya, no problem.
Anya, I tried sounding like Papa.
Loid, It would be easy to make her every score an A+ by using backdoor methods.
Loid," But if she suddenly scores that high,"
Loid, the school and those around her will become suspicious.
Loid," In order to make this all seem as natural as possible,"
Loid, I need to nurture her basic knowledge.
Loid," If she ends up being shunned by her classmates, it may affect her life at school."
Loid, I can't have her not wanting to go to school.
Anya," If I read everyone's minds to get s, they'll all hate me?"
Adult A," Hey, how do you even know that?"
Adult B, You creepy little witch!
Loid, I guess forcing her to study too much might be a bit rough on her.
Loid," If her motivation remains low, her concentration won't improve,"
Loid, so she'll have a lesser chance of learning.
Loid, A change of pace is also important.
Loid, There are ways of earning Stella besides academics.
Loid," Right, then."
Loid, Why don't we take a break from studying and draw?
Loid," For example, art."
Loid," Hey, that looks really cool!"
Loid," Is it a cheetah? No, wait..."
Loid, I bet it's a panda!
Anya, It's a moo cow. The one that was at school.
Loid," For example, music!"
Loid, This is a violin for children.
Loid, There's always sports!
Anya, Whoosh! Whoosh! Whoosh!
Loid," Come on, don't cry."
Loid," Stay calm, Twilight."
Loid, A journey of a thousand miles begins with a single step.
Loid, She's still in first grade.
Loid, I need to figure out what she has a talent for and help her excel in it.
Yor, Why don't we do some jump rope?
Yor, It's a lot of fun.
Loid, Right. Don't panic.
Loid, It's not like Desmond is immediately going to make his move.
Loid, It takes an incredible amount of time to begin a w*r.
Loid, But...
Handler, HQ was estimating that she'd be able to receive eight Stella in about four months.
Loid, Do we actually have that much time?
Anya, Papa...
Anya, Anya will do her best.
Anya, Now untie me.
Loid," Uh, right."
Loid, Anya.
Loid, Why don't we go out tomorrow?
Anya, An ooting?
Loid," Academics, the arts, sports..."
Loid, But there is actually one other way to earn Stella.
Loid, Community service.
Head Nurse, Thank you so much for agreeing to volunteer at our hospital today.
Head Nurse, I will now go over the duties we'll be asking you to perform.
Head nurse, We will have you split up into your families to perform your duties.
Loid," In the past, there have been many cases where students"
Loid, did long-term volunteer work to earn their Stella.
Loid, Rescuing others or helping apprehend criminals
Loid," were also methods a few used to earn Stella, but rare."
Loid," We could use more personnel from HQ to act out these scenarios,"
Loid," but considering the risks that could entail, we won't be able to easily pull that off."
Head nurse, That is what we will be expecting from all of you.
Loid," Even if she isn't immediately able to receive any Stella,"
Loid, it would be beneficial to Anya to learn the importance of community service.
Head nurse," Now, if I can have the Forgers clean this dressing room."
Anya, There's a pool!
Loid," Yes, for physical therapy."
Head nurse, Maybe cleaning was a bit difficult for you.
Head nurse, Then let's have you organize books in the library.
Nurse A," Excuse me, sir, could you do something about... that?"
Nurse A, Could you go work somewhere else?
Anya, Anya is bored with chores.
Anya, I wanna do the job where I give the doctors their scalpels.
Loid, Huh?
Anya, I'mma go to the operating room!
Loid, Hey! Stop that! Come back here!
Head nurse," We've had enough of your ""help""! Please leave!"
Anya," Papa, I'm sorry."
Loid, Don't worry about it. Everyone fails sometimes.
Loid, But what do we do if our chances of earning Stella through community service also dry up?
Ken," Hey, is physical therapy hard?"
Female swim instructor," It is,"
Female swim instructor, but you need to work hard so that you can run again.
Ken, Man...
Male swim instructor, Three more minutes.
Ken," Hey, is the water in the pool cold?"
Female swim instructor," Don't worry about that. Go on, get changed."
Female swim instructor," I'll go get changed, too."
Male swim instructor," All right, one, two. One, two. One, two."
Ken, I wonder if that's the adult pool...
Male swim instructor, Focus on your toes.
Male swim instructor," One, two. One, two. One, two. One, two."
Ken, Man... it really is kinda cold.
Male swim instructor," You're almost there! One, two. One, two."
Female swim instructor, Ken?
Female swim instructor, Huh? Is he still changing?
Loid, Hmm... I might have to ask HQ to reconsider our game plan.
Ken, C-Can't... breathe...
Ken, My legs... won't move...
Anya, The pool!
Anya, Papa!
Loid," What is it? You just went to the bathroom, didn't you?"
Anya, Someone's drowning in the pool!
Loid, What?! How do you know that?
Loid, Exactly who are you?!
Ken, Help me... Help me...
Anya, Papa...
Anya, Anya is terrible at volunteering.
Anya, So I...
Anya," I'm gonna become a pro swimmer and get stars,"
Anya, so I'm gonna go practice in the pool!
Loid, What?! Come back here! That's not a public pool!
Female swim instructor, Ken!
Female swim instructor, He must've snuck out.
Female swim instructor, Hey!
Female swim instructor, Where are your parents?
Anya, Wow! The pool! How fun!
Patient A, What's that about?
Anya, Where is the drowning person?
Ken, I'm...
Ken, I'm... gonna die...
Female swim instructor," What are you doing, little girl?!"
Anya, Anya... can't... anymore...
Loid," Hey, are you two all right?"
Female swim instructor, Ken!
Anya, Papa...
Female swim instructor, Someone get a doctor!
Anya, I tried to swim and found this boy sinking.
Female swim instructor, Ken!
Female swim instructor, Are you all right?
Female swim instructor, Ken!
Loid," Calm down, miss."
Male swim instructor, Is everything okay?
Female swim instructor, Ken! Ken!
Patient A, But there were so many people around.
Patient B, Did you hear anything?
Female swim instructor, I'm so sorry! I had no idea you were drowning!
Loid, It was a drowning response.
Loid, Children tend to drown more quietly than you would expect.
Loid, Many die because no one notices they're drowning.
Loid, Please make sure you keep your eye on him.
Loid, And good job for noticing.
Anya, I saw bubbles.
Loid," And you should be careful, too."
Female swim instructor, Thank you! Thank you!
Patient B," Well done, little girl!"
Instructor," First-year student from the Cecile Dorm, Anya Forger,"
Instructor, has earned a Stella for rescuing a boy.
Becky," You're amazing, Anya!"
Becky, You're the first of the first graders to get one!
Becky, I'm so proud of you for some reason.
Henry," Ultra-amazingly elegant, Miss Forger."
Becky," Well done, Anya!"
Damian, She b*at me.
Yor," You're amazing, Miss Anya! Truly amazing!"
Yor, I'm so happy for you!
Loid, She unexpectedly earned a Stella.
Loid," An excellent result,"
Loid, but how do I describe this?
Loid, It's similar to how I feel when I've thwarted a t*rror1st att*ck.
Loid, I'm so proud of her.
Loid, Well done.
Anya, Anya's powers actually helped someone?
Anya, Eheh!
Yor," All right, then. I'm going to make you a feast today."
Anya, Anya wants Papa to cook.
Stella needed to become an Imperial Scholar, Tonitrus Bolts until expulsion: Everyone's respect: +
Yor, Shock!
Handler," I heard that your daughter earned a Stella, Agent Twilight."
Loid," Yes, Handler. She somehow managed it."
Handler, Couldn't we set things up with other agents
Handler, to fake whatever you need to get the other Stella?
Loid, People would get suspicious.
Loid," More importantly, we can't take risks that could potentially"
Loid, expose the identities of other agents or get them arrested.
Handler," Yes, you've got a point."
Loid, Is HQ panicking a bit?
Handler, No.
Handler, But there are numerous businesses surrounding Desmond
Handler, that seem to be engaging in shady financial dealings lately.
Handler, We can't be too laid back in this situation.
Handler, Try to make contact with Desmond immediately.
Handler, Give your daughter some candy or something to get her motivated.
Girl student A, Morning!
Girl student B, Did you see that thing yesterday?
Boy student A, I forgot my homework!
Anya, Heh.
Boy student A," Hey, is that her? The girl from Class that suddenly got a Stella?"
Boy student B, Apparently it's a new record.
Girl student A, I heard she rescued someone.
Anya, This star is just so brilliant that I stand out now.
Boy student A, Really?
Anya, Heh.
Becky," Good morning, Anya!"
Anya," Tsk, tsk, tsk."
Anya," Call me ""Starlight Anya."""
Becky, Uh... Sure.
Becky, You're totally like a celebrity now.
Becky, Everyone looks up to you.
Becky, You might even make a hundred friends!
Anya as Damian, Bam!
Anya as Damian," I totally see you in a new light, Miss Anya! Be my friend!"
Anya as Damian, You should totally come over to my place with your dad!
Anya as Loid, Bam!
Anya as Loid," Well done, Anya! The mission is now a success!"
Narrator, And so the world was at peace.
Damian, Don't get a big head.
Becky, What's their problem? Ugh! They make me so mad!
Anya, That didn't go as planned. The world is in peril.
Becky," Let's go, Anya."
Becky," Let's go, Starlight Anya."
Anya, Yup.
Becky," Ugh, what a pain."
Boy student C, Ha. That's hilarious.
Boy student D, Who does she think she is?
Boy student D, She keeps showing off her stupid badge.
Boy student C, Who actually comes to school wearing it?
Girl student C, Who would believe such a violent girl actually rescued someone?
Girl student D," They say she saved a kid from drowning,"
Girl student D, but she probably kicked him in and let him sink herself.
Girl student C," Oh, I could totally see that!"
Girl student D, What if she actually paid the school a bunch of money for her Stella?
Girl student E, What? She doesn't look {/i}that{/i} rich to me.
Anya, Shock...
Becky, Don't even worry about it. They're all just jealous.
Girl student F," Hey, Damian. Wouldn't you agree?"
Girl student G," She totally cheated, didn't she?"
Damian, Do you really think we go to some third-rate school
Damian, that would hand out Stella by mistake?Or because someone was being underhanded?
Damian, Is that what you think?
Girl student F," Uh, no..."
Damian," If you've got a problem with our school,"
Damian, why don't you take the transfer exam for another one?
Ewen, He's so manly at times like this.
Emile," Gosh, he's cool."
Damian, The fact that she didn't cheat is why I'm so mad that this little shrimp got ahead of me.
Becky, Maybe he's more earnest than he looks.
Instructor, Let's begin class.
Becky," By the way,"
Becky," have you decided what your reward's going to be,"
Becky, An—Starlight Anya?
Anya, Reward?
Becky," Of course! Whenever you work really hard on tests or contests,"
Becky, you're supposed to get a reward.
Anya, You mean I can get peanuts?
Becky," Come on, you should ask for something way more expensive."
Becky," After the test we had the other day,"
Becky, I got them to buy me a cute little dress and a tiara!
Becky, But I mean...
Becky, I guess they haven't given me that much.
Anya, Is your family part of a secret organization that pulls the world's strings?
Becky, What are you talking about? They run a perfectly legitimate company.
Anya, Then Anya wants a castle.
Becky, That might be asking for too much.
Becky, Where would you even put it?
Anya, Then...
Anya, A year's worth of peanuts?
Becky," That shouldn't be a problem at all, but is that really what you want?"
Anya, Rewards are difficult.
Becky, Well... I think the reward that made me the happiest is my little Wiesel.
Becky," Oh, that's my puppy! It's the cutest!"
Becky," Come here, Weezy!"
Anya, Mister Dog?
Anya," Do you have a dog, too, Second Son?"
Damian, Huh? A dog?
Becky, What are you asking that jerk for?
Damian, Max!
Damian, Who cares?
Damian, Don't talk to me!
Anya," Anya has a doggy now, too."
Anya as Damian," All right! Let's see who's cuter, yours or my Max!"
Anya as Damian," Bring it over to my place! And your dad, too!"
Anya as Donovan," Well, hello, Mr. Forger."
Anya as Loid," Let's stop this w*r, Mr. Desmond."
Narrator, And so the world was at peace.
Anya, Heh.
Loid, You want a dog... as a reward?
Anya, Mm-hm.
Anya, Having a dog will bring peace.
Loid, Peace? Like peace of mind?
Loid," Hmm... Well, I was thinking of buying you something."
Yor, Miss Anya...
Yor, Taking care of a living creature requires a lot of work.
Yor, It is a very big responsibility!
Anya, Responsibility...
Loid," A dog, huh? Yeah..."
Loid, Let's discuss this a bit further.
Yor, Loid...
Anya, Papa!
Loid, A properly trained dog may prove useful in securing this house.
Yor," Dogs are so violent, though."
Yor, I'm so terribly worried that one might rip Miss Anya to shreds.
Anya," Anya would like a cute puppy, please, Papa."
Anya, A tiny one.
Loid," Huh? Sure, all right."
Loid," Ah, well. I'm sure we can find a small dog that's still capable."
Loid, I'll see if HQ can get us one later.
Loid, All right. Why don't we go to a pet shop this weekend?
Smuggler A, We get a buyer yet?
Smuggler B, Things are pretty tough right now.
Smuggler B, We got some punks who think they're revolutionaries.
Smuggler A," What, they gonna use 'em as b*mb dogs?"
Smuggler A," These little guys sure have it rough,"
Smuggler A, getting tinkered with just so they can end up as toys for some humans.
Smuggler B," Shut up! If you want food, quit yer yappin'!"
Smuggler A, They sure don't look that smart.
Smuggler A, Do Numbers Three and Five look weaker to you?
Smuggler B, Hell if I know. Who cares?
Smuggler A," God, it always reeks in here."
Smuggler B," Yeah, let's get the hell outta here."
Anya, Anya wants this one...
Anya, Or this one!
Yor," Oh, thank goodness. They look very weak."
Narrator," The capitol of Ostania, Berlint."
Narrator," This old woman is a contact for Westalis's intelligence agency, WISE."
Narrator," This man's name is Loid Forger,"
Narrator," otherwise known by his code name, Twilight."
Narrator, His occupation: spy.
Narrator," It appears as though, on top of the current important mission he is conducting,"
Narrator, he's been given another.
Old woman, This has been my life for decades now.
Old woman," Every day remains the same, and peace is fleeting."
Old woman, Will we ever see a day
Old woman, when we're not needed anymore?
Loid, Mission complete.
Contact," Good day, or perhaps, good evening, Twilight."
Contact, We thank you for completing that mission so quickly.
Contact, How goes Operation Strix?
Narrator, That is his top-priority mission to maintain peace between the East and the West.
Narrator, That mission...
Loid, It's going smoothly.
Loid, I have secured both a wife and child.
Narrator," ...is meant to bring the enemy country's plans for w*r to light,"
Narrator," establish a family in said country, and infiltrate a certain academy."
Contact, Very good. Not standing out is an iron-clad rule for a spy.
Contact, Continue acting as a completely mundane family.
Loid, I know.
Contact, Did you quit smoking?
Loid," Well, I have a child now."
Narrator," And thus, the Forgers came to be without issue, but..."
Yor," Loid did mention that he was going to be late,"
Yor, so why don't we eat out tonight?
Anya, Yep.
Yor, Doctors sure are busy. It must be difficult.
Anya, Papa is not actually a doctor.
Narrator," His daughter, Anya, whom he just happened to adopt from an orphanage..."
Anya, Papa's real job is a spy.
Anya," Today, he went to take down an arms dealer."
Narrator, ...is an Esper who can read minds.
Anya, I bring you my dish!
Yor," Thank you very much, Miss Anya."
Yor, Hmm... It's just not washing off...
Narrator," His wife, Yor, who agreed to this arrangement because of a common interest..."
Yor, I can still smell the blood from yesterday's k*ll.
Narrator, ...is a hardcore assassin.
Narrator," A spy, a telepath, and an assassin."
Narrator, The three decided to live under one roof
Narrator," for their own reasons while concealing their true identities,"
Narrator, and so their less-than-mundanefamily life continues on.
STRIX," ,PENGUIN PARK"
Loid," I keep getting all these extra missions every day, on top of Operation Strix."
Loid, HQ must be in dire straits over the personnel shortage.
Loid," When I get home, I have my pretend family to deal with."
Loid," I am an agent. Therefore, my soul has no time to rest."
Wife A," Hey, don't you think the husband across the hall must be in trouble?"
Wife A," It's supposed to be a day off, but he's working late into the night again."
Loid, They're our neighbors...
Wife B," And they have a little child. That poor, neglected thing."
Wife C, I rarely see the three of them together.
Wife B, He's probably off cheating somewhere!
Wife B, How awful!
Wife A," Maybe he actually got fired, and he can't bring himself to go home."
Loid, I was careless.
Loid, I was so consumed by my other missions
Loid, that I neglected playing the role of the father well.
Loid, Even the slightest suspicion or mistrust from those around us in a deception operation
Loid, can be detrimental.
Loid, I must do everything I can to remedy this situation.
Loid, A thr*at to our family is a thr*at to the world!
Loid, We're going out next weekend!
Loid, The three of us will have a good time. Where do we want to go?
Loid," Oh? Is that a penguin, Anya?"
Loid, I know. Let's go to the aquarium.
Yor, Um... You seem exhausted. Why not get some rest?
Loid," Yor, in order for our pretend marriage to continue,"
Loid," we must do everything we can to seem like a normal, happy family."
Loid, So look forward to the weekend!
Anya, So exciting!
Loid, I need to take care of all of my other missions before then.
Loid, Well... let's go.
Yor," Loid, perhaps you really should get some rest."
Loid, I'm perfectly fine.
Wife C," Oh, if it isn't the Forgers."
Wife C, It's so rare to see all of you together.
Loid, We're about to go enjoy some time together at the aquarium.
Loid," Isn't that exciting, Anya?"
Wife D, I see...
Loid, We need to show our neighbors what a happy family we are
Loid, so they don't ever suspect that we're a pretend family.
Anya," My papa, who is taking us on an ooting,"
Anya," and my mama, who is very kind to my papa, are both very good people."
Anya, I think our family is completely normal.
Loid," That sounded more like an explanation than anything else, but good enough."
Loid," Now, then..."
Loid, If you'll excuse us.
Anya," Please wait, Papa, who is a very good and normal person!"
Anya, Ba-donk ka-chonk!
Loid, Another summons? I have a bad feeling about this.
Loid, I'm going to go buy us some drinks.
Yor, All right.
Old woman," Agent Twilight, we've got another additional mission for you tod—"
Loid, I cannot.
Old Woman, This is straight from WISE HQ—
Loid, I cannot. Today is a very important day for Operation Strix.
Anya, Papa!
Anya," We need to hurry, or the aquarium will go out of business!"
Loid," Don't worry, they just remodeled the place."
Loid, Just wait patiently.
Loid, There you have it.
Loid," Anyway, I'll take one coffee, one juice—"
Old woman," Hang on! Did you say ""aquarium""?"
Old woman," Splendid, Agent Twilight."
Old woman, The location of this mission just happens to be Berlint Aquarium!
Old woman, I am blown away at how prepared you are!
Loid," No, really. This was a coincidence."
Loid, Could I get that coffee and juice now?
Old woman, There will be some intel traded at the aquarium—
Loid," My coffee and juice, please."
Old woman," Listen to me carefully, Twilight."
Old woman, This intel contains instructions from another country for making a new chemical w*apon.
Old woman," If t*rrorists get their hands on this information,"
Old woman, many will perish in our country!
Anya, So many... fishies!
Anya, An octopus!
Anya, Starfish.
Anya, A tiny shark!
Yor, She looks like she's having fun.
Yor, Loid...
Yor, You look so pale. Are you all right?
Loid, I ended up taking the mission.
Loid, But we did successfully show the neighbors how well we get along.
Loid, As long as I can get through this separate mission...
Wife A," Oh, if it isn't the Forgers from across the hall."
Wife A, What a coincidence.
Yor," Oh, hello."
Loid, You can't... be serious!
Wife A," We just got here, too."
Loid, Now I definitely can't relax.
Loid," Actually, we just need to shoo them off, and—"
Yor, Would you like to join us?
Loid, Yor!
Wife A, What a great idea.
Anya, Papa is funny.
Yor," If we want to appear normal,"
Yor, we need to keep up a good relationship with our neighbors.
Loid," Very well, then."
Loid," I'll take care of this mission immediately, and then return to weekend mode."
flashback Old woman," According to our intel,"
Old woman, they smuggled in a capsule containing film by making a penguin swallow it.
Loid, Why a penguin?
Old woman, It was brought in sometime yesterday at an unknown time.
Old woman, The recipient has not appeared yet.
Old woman," You must retrieve the goods before the enemy organization does, no matter what!"
Loid, Why don't we check out the penguin exhibit?It seems to be the main attraction.
Wife A and B, Okay.
Anya, I like penguins! I wanna see!
Announcer, Welcome to the world's biggest penguin park!
Anya, P-P-P-Penguins!
Announcer, Our most recommended attraction at this aquarium
Announcer, is our adorable underwater show that stars penguins!
Loid, Exactly which penguin is my target?
Loid, There's no time to check each and every penguin.
Loid, I'd have a better chance of stopping the t*rror1st from obtaining the film...
Loid," No... Since I don't know when the recipient is going to show up,"
Loid," that'll be difficult, as well."
Loid, I won't be able to keep an eye on all of these penguins alone.
Loid, What am I going to do?
Loid, There has to be something...
Loid, They must've marked the penguin somehow to tell it apart from the others.
Anya, Papa is troubled.
Yor," Loid is so enthusiastic. I guess he lets his inner child out sometimes, too."
s voice A," Hey, that fish looks tasty."
s voice," Wait, where did my kid go?!"
s voice B, I hope my girlfriend stops being so angry.
s voice A, Fish...
Anya, It's hard to read the minds of penguins.
s voice B, Let's play.
s voice C, I'mma eat some fish.
s voice D, I'm hungry.
s voice E, Come over here.
Anya," Papa, that penguin looks like it can't breathe."
Loid, It's drinking a lot of water only to spit it all back out.
Loid, It's possible there's something stuck in its throat.
Loid, This is definitely worth investigating.
Loid, Sorry. I'm going to go buy some drinks real quick.
Yor, Loid... His exhaustion must be making him so thirsty.
Chief, Hey! Where's the new guy we're supposed to get today?
Chief, He's this late on his first day?
Loid, Sorry I'm late!
Chief, What's wrong with you young'uns today?
Chief, I'll show you how to feed the penguins. Follow me.
Loid," Yes, sir!"
Loid, The fastest way to get closer to the target penguin without causing a commotion
Loid, is to disguise myself as one of the aquarists.
Sign, Agent Twilight's Specialty: Disguises
Chief, The first thing a newbie has to learn is all of the penguins' faces and names.
Chief, Did you memorize the roster?
Loid, Yes. I glanced through it quickly in the staff room.
Chief, You glanced through? You moron!
Chief," Even with me, it took two years to learn all ..."
Loid," Oh, Chief. You're about to step on poor Petilda behind you."
Chief, This is indeed Petilda.
Loid," This one is Pemas, and this is Pescar."
Chief," How can you tell, newbie?"
Loid," Huh? Well, all of their patterns are completely different."
Loid," Their faces and heights, too."
Chief, Even I still mistake them every once in a while.
Chief, I can't believe this guy's observation skills and memory.
Chief," All right, then. Let's get to feeding them."
Chief, This way.
Loid, The penguin I spotted earlier is...
Loid," Right there. Parles, the emperor penguin."
Loid, I need to get to him immediately and...
Loid, Wh-Wha?!
Loid, I-I can't go any further.
Chief, We've got big eaters and fussy eaters.
Chief," Each penguin has unique eating habits, so pay attention."
Loid, I don't have time for this.
Loid," I need to hurry back, or the neighbors will be suspicious."
Loid, Chief!
Loid, Allow me to do the honors!
Chief and Aquarist, What?
Loid, I figured this out watching veteran aquarists...
Loid, The most important thing is how each penguin eats.
Loid," How much they eat, what kind of food it is,"
Loid, and where each group is located.
Loid, As long as I can figure these things out...
Loid, Controlling the masses is mere child's play.
Chief, That's no ordinary newbie!
Loid, Uh-oh. Apparently Parles isn't very hungry.
Loid," He might be sick, so I'll take him to the treatment room."
Loid, If you'll excuse me for a bit.
Chief, S-Sure...
Loid," Sorry, little guy."
Loid, Bingo! There's something stuck in his throat.
Loid," Upon closer observation, it seems there's a mark on the bottom of his foot, too."
Loid," Just a second, little guy. I'll get it out for you."
Man from Org, You there.
Man from Org, What are you planning to do with that penguin?
Loid," He's not feeling well, so I'm taking him to the treatment room."
Man from Org, I see. Allow me to do that for you.
Loid, I'm terribly sorry. Only staff are allowed to handle them.
Man from Org, My apologies.
Man from Org, I'm a professor from Berlint University's marine biology research lab.
Man from Org, I'm in charge of the marine animals here.
Loid, This ID is fake.
Loid, It's not even well-made.
Man from Org," Who do you work for, you—"
Loid, You're not getting away!
Loid," Hey, be still!"
Chief," Hey, newbie!"
Chief, Where are you taking that penguin?
Chief, The treatment room is that way!
Loid, I can't carelessly let him go without knowing how many enemies are here.
Loid, My top priority is retrieving this film.
Loid, I'll have to give up on chasing after him.
Yor," Oh, no... Now where did Miss Anya run off to?"
Man from Org," I need to let my comrades outside know to k*ll that man,"
Man from Org, and retrieve the film—
Man from Org, Who the hell are you?!
Anya, Mama! I'm being kidnapped!
Yor, Miss Anya?!
Man from Org, Let go of me!
Man from Org, What are you talking ab—
Yor, What do you think...
Yor, you're doing to my daughter?!
Anya, Wow.
Yor, Are you all right?
Yor," Oh, no. I definitely overdid it."
Yor, I hope he's not dead...
Loid, Wow.
Narrator," And so, Twilight was able to retrieve the film"
Narrator, and get information about the enemy organization from the man they captured.
Wife A," You know, your husband hasn't come back at all."
Wife A," I'm telling you, he's cheating!"
Wife, How awful!
Yor, Huh? That's not...
Loid, I'm sorry I took so long!
Yor, Loid!
Loid, Ta-da!
Anya, A penguin!
Yor," Oh, what a big stuffed penguin! Where did you get it?"
Loid, It was a prize from the penguin name-guessing challenge they were doing over there.
Loid," I just had to get it for Anya, so I kept trying over and over."
Loid," Boy, it sure was difficult."
Anya, Papa is a liar. He actually got it in one try.
Yor, He got so worked up. How adorable.
Wife A, You're a better father than I thought.
Wife A, I'm impressed.
Loid, You flatter me.
Loid, I'm just a simple father trying not to stumble around too much
Yor," It's bigger than you, Miss Anya."
Loid, as I protect my happy little family.
Wife A," Now that I've gotten a closer look at you, you're quite handsome."
Loid," Looks like things are going to work out here, too."
Loid, But I'm absolutely done with all this excessive overwork.
Loid, I'm going to file a complaint to HQ and request a long vaca—
Loid, No...
Loid, Maintaining a world where children don't cry...
Loid, A world with no w*r...
Loid, That is my duty.
Loid, I have no time to stand by idly.
Anya, Papa! The dolphin show is gonna start!
Loid," Sorry, could you walk a little slower?"
Newbie aquarist, What?! You want me to be the chief?!
Newbie aquarist, But why?!
Chief, I have nothing more to teach you.
Chimera," So you're the new recruit, eh?"
Penguin, It is a pweasure to meet your acquaintenance.
Chimera, Indeed.
Chimera," Agent Anya, you know what to do."
Anya, Yep!
Chimera, We have a ritual in which we both eat the halves of a split peanut.
Chimera," Once you have completed this task,"
Chimera, you will be officially recognized as a member of this organization.
Anya, Om...
Chimera," Starting today, you will be known as Agent Penguinman."
Chimera, Do your best for peace.
Penguin, Yep.
Chimera," Agent Anya, show our new agent around our hideout."
Anya, Okey-dokey!
Anya, This is our hideout's command room.
Anya, We gather intel from this machine every day.
Sign, * She watches cartoons
Anya, This is Agent Papa. He is a super-elite that can do anything.
Loid, Um... what? Is she pretending to be a spy?
Anya, This is Agent Mama.
Anya," She's strong, but fails at everything else."
Yor, Am I that much of a failure?!
Anya, They are Anya's trusted lackeys.
Anya," Okay, onward to the next spot."
Yor, It looks like Miss Anya has taken quite a liking to that plushie.
Loid, Mm...
Anya, This is the bathroom!
Anya, You can heal your wounds from battle here.
Anya, This is Anya's room. I train in here every day.
Anya, And...
Anya, The most top-secret spots in our hideout.
Anya, Papa's room and Mama's room!
Anya, Be on your guard.
Anya," If you discover the secret of these rooms, you won't leave alive."
Anya," We might find the ultimate Kn*fe, or the ultimate b*mb!"
Anya," Now, then..."
Loid, Hey! What do you think you're doing?!
Loid, How many times have I told you not to go in there without permission?!
Loid," Er, it's just, there's a lot of dangerous things in there, like scissors and heaters."
Loid," Honestly, there are far more dangerous things in there."
Yor," Yes, you shouldn't go in mine, either."
Yor, My room has poisoned needles and such.
Anya," Papa and Mama, I hate you both!"
Anya, Anya's gonna run away from home!
Loid," Not good. At this rate, Operation Strix is going to collapse!"
Loid, What should I do?
Loid, A-Agent Anya!
Loid, There's no time for crying! World peace is on the line!
Loid, L-Let's wrap up the tour of the hideout and head out for our next mission!
Yor, Y-Yes! Let's go b*at the bad guys!
Anya," Okay! Follow me, you two!"
Anya, The bad guys have taken over the candy store on nd Street.
Anya, Let's go save them!
Loid and Yor, Huh?
Anya, Be careful.
Anya, The enemy might have set traps.
Loid," W-Well done, Agent Anya."
Townsperson , What is that?
Townsperson ," Aw, what a sweet family."
Loid, A spy must not stand out...
Narrator," Later on, Anya's mood improved after they bought her a snack,"
Narrator, and peace was restored to the Forger household.
Yor, Are you all right?!
Yor, Hey.
Yor, Slow down and eat.
Anya, Fanks for the food!
Anya," Papa, Mama, hurry it up already!"
Loid, What are we going to do with her?
Yor," Well, it's no surprise she's excited."
Sign, PROJECT APPLE
Narrator, Since today's the day...
Dogs," Woof, woof, woof-woof..."
Anya," Woof, woof, woof-woof..."
Handler," You're so excited, Miss Anya."
Anya, Does Mister Dog eat peanuts?
Loid, You probably shouldn't give one too many.
Anya, Boo...
Loid, Let's make sure to give the doggies what they like.
Loid, Our outing today is actually for Operation Strix. Our destination: a pet shop.
Narrator," We're here. This is because Anya said she wanted a dog as her reward for earning a Stella. Until she gets eight Stella and I get into that social gathering, I need to keep her motivation high, no matter what."
Anya," Reward, reward! Woof, woof, woof-woof!"
Pet Shop Owner, Welcome.
Loid," Well, what do you think, sir? We've made sure to properly train all of our dogs. This is a pet shop that works with our agency, and sells war dogs. I figured if we're going to get a dog, we'd be best off with a guard dog for safety reasons, but..."
Loid," Don't they look very smart and cute, Anya?"
Anya, That's a no!
Yor, She clearly doesn't want any of them!
Anya, Me strong.
Yor, Don't you have any that are a bit smaller and at least a little cute?
Anya, Gots big muscles.
Pet Shop Owner, Hmm... I guess I could ask a breeder I know.
Narrator, Anya doesn't like any of them.
Yor," Oh, yes, they do look a bit mean."
Loid," Apparently, a shelter is having an adoption event right now. Then we'll just head over there."
Loid, A new order?
Loid," Sorry, I suddenly have a stomachache. You two go ahead to the shelter by the station. I'm going to find a bathroom."
Yor, Huh? Are you all right? We can wait right here.
Anya," Papa takes a really long time when he goes to the shitter to shit, so we should probably go."
Yor, I-Is that so?
Yor, All right...
Yor," You need to watch your mouth, young lady."
Loid," An excellent assist, but at the same time... yeah."
Loid," Wait... You didn't say anything about taking me all the way to headquarters. If I take too long, my family will get suspicious."
Handler," If you've got a problem, take it up with Handler. This is an emergency summons."
Handler, A plot to assassinate Foreign Minister Brantz?
Loid, They're probably targeting tonight's summit.
Handler," The ones believed to be behind this are a group of isolationists who attend Berlint University. Apparently, the Secret Police also had their eyes on them. We just happened to apprehend one of them who was hanging around the embassy. We're currently interrogating him. But he won't tell us where his friends are or anything else."
Loid, And that's why I was called in?
Handler, Being both a papa and an agent... Must be tough balancing the two.
Loid, Being a father is part of the mission. But I guess the times are changing... To think that a child like him could be a terrorist.
Terrorist, Keep coming back all you want. I'm never gonna talk. I won't sell out my comrades.
Handler," That's quite all right. You're no longer necessary. We've captured your leader, after all."
Terrorist," Keith?! I-It was him! He planned all this! We were tricked into helping him! You gotta believe me! I didn't do anything wrong! Uh, Keith? What are you... I'll tell you anything you want! Just let me go!"
Handler, Shut up and keep walking.
Loid, He just...
Handler, Is he really gonna put this all on me?
Handler, Some comrade.
Handler," Well, it doesn't really matter to us which one of you is the leader. We only care about which one gives us the intel we need. Now, what do we do with you?"
Terrorist," Wait, it's not me! He's the leader! I'm not lying! He's the one... who proposed the plan..."
Handler, I'd love to hear more.
